index,filename,seed,loss,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,synth_loss,synth_duration
0,fig4a,1,72.9101,40,20.0,300,0.3,362,0.0003709828888531,1032.098769903183
0,fig4a,1,72.4421,5,5.0,300,3.0,995,0.0010901964269578,737.3205814361572
0,fig16b,1,84.2985,10,5.0,300,3.0,635,0.0007526619592681,445.1074333190918
0,fig16b,0,83.8824,5,5.0,10,3.0,661,0.0011933682253584,452.34441089630127
0,fig4a,0,75.2695,5,5.0,3,3.0,968,0.0055039436556398,607.6196069717407
0,fig16b,0,83.8591,5,5.0,3,3.0,534,0.0020917612127959,359.7480399608612
0,fig16b,0,84.5007,5,2.0,30,0.3,1459,0.0021971517708152,344.9319543838501
0,fig4a,1,72.9498,5,,100,0.3,834,0.0009603530052118,652.6374244689941
0,fig4a,1,72.3704,40,,10,3.0,247,0.0005224021733738,1469.8359682559967
0,fig4a,1,72.4436,20,20.0,30,3.0,416,0.0005856516654603,979.5712440013884
0,fig4a,1,72.5021,10,5.0,3,1.0,1034,0.004745177924633,624.7724483013153
0,fig4a,1,72.3233,40,20.0,10,3.0,435,0.0007777971914038,1050.0119071006775
0,fig16b,1,84.2398,20,10.0,10,3.0,417,0.0006836633547209,506.9279019832611
0,fig16b,1,84.2367,5,5.0,10,3.0,628,0.0009821759304031,400.4735050201416
0,fig4a,0,74.7791,10,5.0,3,0.3,1172,0.0056234491057693,701.9842672348022
0,fig4a,1,71.7216,20,10.0,3,3.0,535,0.0031629076693207,646.5121214389801
0,fig4a,1,72.5911,10,,300,3.0,543,0.0005725515075027,885.2944340705872
0,fig16b,1,84.3112,20,10.0,300,3.0,423,0.000396340561565,583.0563023090363
0,fig4a,1,73.1695,5,,300,1.0,708,0.0007002293714322,586.1784093379974
0,fig4a,0,74.0929,10,10.0,10,0.3,733,0.001293048611842,873.3032853603363
0,fig16b,1,84.368,20,20.0,3,3.0,279,0.0008339111227542,657.7892663478851
0,fig4a,1,72.2361,5,2.0,30,0.3,2001,0.005514686461538,474.9093570709229
0,fig16b,1,84.771,20,10.0,30,0.3,437,0.000561753695365,517.7791972160339
0,fig4a,0,75.0151,5,,10,1.0,953,0.0016357933636754,689.6308922767639
0,fig4a,1,73.218,10,10.0,100,1.0,499,0.0005617524147965,617.7272255420685
0,fig16b,0,84.4373,40,40.0,100,0.3,195,0.0001726485206745,971.607136964798
0,fig16b,0,83.634,40,40.0,300,3.0,212,0.0001549842709209,1205.709998369217
0,fig16b,0,84.0386,10,10.0,3,1.0,356,0.0011460143141448,426.6375989913941
0,fig4a,1,72.9852,40,40.0,300,0.3,253,0.0001895805617095,1454.0374915599823
0,fig4a,0,74.1138,40,20.0,300,0.3,373,0.0002829894656315,1071.2524530887604
0,fig4a,0,74.9856,40,,10,1.0,257,0.0006240363582037,1351.2633538246157
0,fig16b,0,83.7956,20,,3,3.0,241,0.0008482301491312,722.7650604248047
0,fig4a,0,75.6525,40,,300,3.0,289,0.0002264354261569,1918.213392734528
0,fig4a,1,72.4339,10,5.0,30,0.3,1082,0.0012490398949012,639.9383814334869
0,fig4a,1,72.5022,40,,3,1.0,317,0.0012019792338833,1691.158765792847
0,fig4a,1,71.9202,20,,3,3.0,409,0.0012765384744852,1222.522186756134
0,fig16b,1,84.7908,20,20.0,100,0.3,273,0.0002691591216716,669.7299199104309
0,fig4a,1,72.5712,10,10.0,300,3.0,622,0.0006328143063001,855.3850746154785
0,fig4a,1,72.9467,40,,10,0.3,293,0.000731696782168,1446.7626869678495
0,fig4a,0,74.2583,10,5.0,30,0.3,1088,0.0012116191210225,650.1958682537079
0,fig4a,1,73.2462,40,20.0,100,1.0,332,0.0003252825990784,814.405900478363
0,fig16b,0,84.2254,40,40.0,10,1.0,206,0.0002791794831864,983.4642672538756
0,fig16b,0,84.1286,20,10.0,30,1.0,382,0.0005898376111872,450.3314917087555
0,fig4a,1,73.22,20,10.0,30,1.0,502,0.0007388012600131,598.4821720123291
0,fig16b,1,84.7862,10,5.0,300,0.3,661,0.000667865097057,462.84006524086
0,fig4a,1,72.0241,5,2.0,10,3.0,1717,0.0029889782890677,508.2645344734192
0,fig4a,0,75.51,10,10.0,300,3.0,798,0.0007460989290848,1157.5436322689056
0,fig4a,0,75.3419,40,40.0,30,1.0,274,0.0003302863042335,1380.5460512638092
